id;price;name;url;ok0;x1;x2;y1;y2;ok;site
41;46890;Шкаф для подогрева Smeg CTP9015X Victoria;https://www.technopark.ru/shkaf-dlya-podogreva-posudy-smeg-ctp9015x/?utm_source=nadavi&utm_medium=cpc&utm_content=2451&utm_campaign=2&utm_term=1700000541;1;751.0;841.0;461.0;484.0;1.0;technopark.ru
42;3071;WLToys Радиоуправляемый самолет WL Toys Cessna-182 RTF 2.4G WL Toys X420;https://goods.ru/catalog/details/radioupravlyaemyy-samolet-wl-toys-cessna-182-rtf-24g-wl-toys-x420-600001000588/?merchantId=1438&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1093.0;398.0;421.0;1.0;goods.ru
44;8200;Janome 7524A;https://sewingstore.ru/shvejnaya-mashina-janome-7524-a?utm_source=nadavi&utm_medium=cpc;1;844.0;966.0;557.0;578.0;1.0;sewingstore.ru
45;2255;AmaroBaby Exclusive Soft Collection 101 Барашек;https://www.akusherstvo.ru/catalog/758809-exclusive-soft-collection-101-barashek/?utm_source=Nadavi&utm_medium=cpc&utm_campaign=Nadavi_bortiki-v-krovatku&utm_content=Nadavi_amarobaby&utm_term=758809;1;857.0;935.0;322.0;345.0;1.0;akusherstvo.ru
46;590;Тибетский аппликатор магнитный на мягкой подложке валик для поясницы красн;https://potok-1.ru/proizvoditeli/applikator-kuznetsova/tibetskiy-applikator-magnitnyy-na-myagkoy-podlozhke-valik-dlya-poyasnitsy-krasnyy-ma19/?utm_source=nadavi&utm_medium=cpc;1;854.0;893.0;471.0;489.0;1.0;potok-1.ru
47;69900;Ozonbox air-60;https://mircli.ru/Ozonbox-air-60/?utm_source=Nadavi&utm_medium=cpc&utm_content=o_46881-c_40-s_1-k_228-p_1-i_0-d_3;1;991.0;1080.0;376.0;398.0;1.0;mircli.ru
48;9881;Bosch PFS 5000 E;https://24-bt.ru/product/setevoj-kraskopult-bosch-pfs-5000-e-27574139/?region=krug_1&utm_source=Nadavi&utm_medium=cpc;1;698.0;768.0;450.0;474.0;1.0;24-bt.ru
49;7020;Deuter Operate III (цвет: black-silver);https://www.aktivesport.ru/collection/gorodskie-sumki/product/sumka-gorodskaya-deuter-operate-iii-7400-black-silver?variant_id=88301087&rs=yamarket7_1040778_53332899&utm_source=Nadavi;1;0.0;0.0;0.0;0.0;0.0;aktivesport.ru
50;2022;Plantronics M70;https://new.ogo1.ru/market/garnitury_i_naushniki/141111/?utm_source=nadavi&utm_medium=cpc&utm_campaign=garnitury_i_naushniki&utm_content=141111&utm_term=141111;1;870.0;963.0;749.0;775.0;1.0;new.ogo1.ru
51;690;Hausmann Чехол для гладильной доски жаропрочный, 45х125 см HM-IBC-010/005;http://liketo.ru/catalog/covers_for_boards/hm-ibc-010-005-hausmann/?r1=yandext&r2=&utm_source=Nadavi&utm_medium=cpc;1;745.0;811.0;540.0;569.0;1.0;liketo.ru
52;1530;Запонки Русский Альянс 080020-ra;https://www.alltime.ru/accessories/russkij-aljans/080020-ra/380669/?utm_source=nadavi&utm_medium=price&utm_campaign=nadavi&utm_term=%7Buid%7D;1;0.0;0.0;937.0;937.0;2.0;alltime.ru
53;9499;BBK BV3521;https://www.ozon.ru/context/detail/id/144842182/?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=msk_appliance&utm_content=id_144842182%7Ccatid_10650;1;1113.0;1185.0;493.0;514.0;1.0;ozon.ru
54;232;Крепление на голову Fujimi GP HMS-3 для GoPro;https://cifro-market.com/kreplenie-na-golovu-fujimi-gp-hms-3-dlya-gopro/action-cameri/krepleniya-dlya-action-kamer/krepleniya-na-golovu-dlya-ekshn-kamer?utm_source=nadavi&utm_medium=4&utm_campaign=71155406;1;752.0;786.0;353.0;369.0;1.0;cifro-market.com
55;400;JTC Диск зачистной JTC JTC-3732;https://goods.ru/catalog/details/opravka-dlya-polirovalnoy-mashinki-jtc-8mm-bezhevyy-jtc-3732-100023333766/?merchantId=4030&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1080.0;351.0;374.0;1.0;goods.ru
56;199;Фляжка велосипедная детская Cyclotech CBS-1-AVEN;https://www.sportmaster.ru/product/10100235/?nomobile=1&city_id=0c5b2444-70a0-4932-980c-b4dc0d3f02b5&PRODUCT_ID=10161912&utm_campaign=e-katalog_magazilla_moscow&utm_source=e-katalog_magazilla&utm_medium=price&utm_term=10161912&utm_content=10161912;1;617.0;667.0;313.0;335.0;1.0;sportmaster.ru
57;2340;Icon Anthem 2 Ce Stealth мотоперчатки (цвет: черные, размер: s);https://www.partner-moto.ru/product/item_icon_anthem_2_ce_stealth_motoperchatki/m9720.html?utm_source=nadavi;1;541.0;634.0;375.0;403.0;1.0;partner-moto.ru
58;199;Наклейки на шлем детские Nordway ENDHA005MX;https://www.sportmaster.ru/product/10155600/?nomobile=1&city_id=0c5b2444-70a0-4932-980c-b4dc0d3f02b5&PRODUCT_ID=10155601&utm_campaign=e-katalog_magazilla_moscow&utm_source=e-katalog_magazilla&utm_medium=price&utm_term=10155601&utm_content=10155601;1;617.0;667.0;313.0;335.0;1.0;sportmaster.ru
59;10690;Canon Zoemini S Rose Gold (ZV-123-RG);https://www.mvideo.ru/products/fotoapparat-momentalnoi-pechati-canon-zoemini-s-rose-gold-zv-123-rg-10022772?cityId=CityCZ_975&utm_source=ipr_pp_nadavi_gorod&utm_medium=cpc&utm_campaign=ipr_nadavi_msk&utm_term=10022772_0;1;910.0;1001.0;529.0;550.0;1.0;mvideo.ru
60;1395;Степ-доска ATEMI APS01;https://www.getsport.ru/product/Step-doska-ATEMI-APS01/13441?utm_source=Nadavi&utm_medium=cpc;1;737.0;827.0;387.0;409.0;1.0;getsport.ru
61;2639;Gardena Ручка для садового инвентаря Gardena 210-390см 03721-20.000.00;https://goods.ru/catalog/details/ruchka-teleskopicheskaya-gardena-teleskopicheskaya-210-390sm-chernyy-goluboy-03721-20-000-00--100001312428/?merchantId=2521&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1016.0;1102.0;333.0;356.0;1.0;goods.ru
62;169;Matrix Шарнирный вороток MATRIX MASTER карданный с квадратом 1/2;https://goods.ru/catalog/details/sharnirnyy-vorotok-matrix-master-kardannyy-s-kvadratom-1-2-100023020927/?merchantId=3618&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1069.0;376.0;399.0;1.0;goods.ru
63;446;STAYER Стусло поворотное Stayer 15402;https://goods.ru/catalog/details/stuslo-povorotnoe-stayer-15402-100000395404/?merchantId=2521&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1076.0;333.0;356.0;1.0;goods.ru
64;1200;Доводчик дверной НОРА-М 3s (NORA-M 3s);https://safe-video.ru/Dovodchik-dvernoy-NORA-M-3s-NORA-M-3s_11500t.html;1;1052.0;1094.0;567.0;582.0;1.0;safe-video.ru
65;1490;AKG SA60;https://www.audiomania.ru/derzhatel_dlya_mikrofona/akg/akg_sa60.html#5018555;1;414.0;512.0;571.0;598.0;1.0;audiomania.ru
66;9990;Inakustik Premium HDMI 10 m;https://www.audiomania.ru/cable_hdmi/inakustik/inakustik_premium_hdmi.html#46796;1;412.0;512.0;580.0;607.0;1.0;audiomania.ru
67;582;Xerox InkJet Monochrome 450L90008;https://www.foroffice.ru/products/description/63159.html?utm_source=nadavi&utm_medium=cpc&utm_campaign=xml;1;763.0;812.0;387.0;408.0;1.0;foroffice.ru
68;79500;Wanhao Duplicator 8;https://mygs.ru/products/3d-printer-wanhao-duplicator-8;1;820.0;879.0;344.0;358.0;1.0;mygs.ru
69;129;Sanita Чистящее средство для мытья стекол Sanita с нашатырным спиртом 500;https://goods.ru/catalog/details/sanita-sprej-dlya-stekol-s-nashatyrn-spirtom-500ml-100013262268/?merchantId=1238&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1067.0;398.0;421.0;1.0;goods.ru
70;3744;Алми Подсумок для радиосистем Алми Гамма РСМ 1;https://elstore.tv/catalog/sumki-obshchego-naznacheniya/podsumok-dlya-radiosistem-almi-gamma-rsm-1/;1;1165.0;1217.0;403.0;418.0;1.0;elstore.tv
71;1539;Ortonica XS 305;https://www.dobrota.ru/product/hodunki-xs-305/variation/36789/?utm_source=e-katalog&utm_term=36789;1;847.0;925.0;381.0;405.0;1.0;dobrota.ru
72;9300;Head Advant Edge 75 X W;https://www.predelanet.ru/gornolyzhnye_botinki/24609.html?utm_source=nadavi&utm_medium=cpc;1;612.0;682.0;663.0;681.0;1.0;predelanet.ru
73;2229;Набор стопок для водки 55 мл Nachtmann Vivendi 4пр 92042;https://abra-store.ru/catalog/ryumki_dlya_vodki_i_krepkikh_napitkov/nabor_stopok_dlya_vodki_55_ml_nachtmann_vivendi_4pr_92042/?utm_source=nadavi&utm_medium=cpc;1;736.0;848.0;362.0;394.0;1.0;abra-store.ru
75;1600;Kenwood TK-F6;http://radiotone.ru/products/kenwood-tk-f6?utm_source=nadavi&utm_medium=cpc;1;0.0;0.0;0.0;0.0;0.0;radiotone.ru
76;2495;Sturman F60050M;https://astronom.ru/product/teleskop-sturman-f60050m.html?from=nadavi;1;0.0;0.0;937.0;937.0;2.0;astronom.ru
77;520;Nuppi Голд 2 Молочная смесь 6-12 мес. 350 г 08;https://www.akusherstvo.ru/catalog/833171-molochnaya-smes-35012-gold-2-6-12-mes/?utm_source=Nadavi&utm_medium=cpc&utm_campaign=Nadavi_molochnye-smesi&utm_content=Nadavi_nuppi&utm_term=833171;1;857.0;908.0;322.0;345.0;1.0;akusherstvo.ru
78;29715;Midzumi Tenshi;https://partatorg.ru/ulichnyj-sportivnyj-kompleks-midzumi-tenshi?attr[26]=429&attr[28]=412&attr[56]=1260&cln=16&utm_source=nadavi&utm_medium=cpc&utm_campaign=sportivnye-kompleksy-midzumi&utm_term=13420-3-cln16;1;630.0;715.0;442.0;464.0;1.0;partatorg.ru
79;560;Thomson Thomson ROC Z107 (черный);https://www.svyaznoy.ru/catalog/accessories/8089/5629640?utm_medium=cpc&utm_content=5629640&utm_campaign=pricelist-o_48689-c_40-s_1-k_386-p_1-i_0-d_3&utm_source=nadavi_moscow&utm_term=gad_Thomson_ROCZ107;1;991.0;1058.0;379.0;407.0;1.0;svyaznoy.ru
80;91;Корректирующая жидкость (штрих) Paper Mate быстросохнущая 22 мл;https://www.komus.ru/katalog/kantstovary/korrektory-dlya-teksta/korrektiruyushhaya-zhidkost/korrektiruyushhaya-zhidkost-shtrikh-paper-mate-bystrosokhnushhaya-22-ml/p/107719/?utm_campaign=market-nadavi_msk-vse-op_z1-msk-ntr-ntm-v4&utm_source=market-nadavi-ndv-v4&utm_medium=cpc&utm_content=1349-o_80471-c_40-s_1-k_1460-p_1-i_0-d_3&utm_term=107719;1;953.0;1037.0;473.0;496.0;1.0;komus.ru
81;1990;Вентал Пуф Vental ПФ-1 Бежевый;https://goods.ru/catalog/details/puf-vental-pf-1-bezhevyy-100024347013/?merchantId=1899&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1099.0;351.0;374.0;1.0;goods.ru
82;5592;HP ScanJet 200;https://www.foroffice.ru/products/description/67734.html?utm_source=nadavi&utm_medium=cpc&utm_campaign=xml;1;750.0;825.0;352.0;373.0;1.0;foroffice.ru
83;41990;ZOTA Viza 24 кВт VZ 346870 0024;https://avangardteplo.ru/products/name/elektrokamenka_zota_viza_24_kvt?utm_source=Nadavi;1;841.0;920.0;777.0;794.0;1.0;avangardteplo.ru
84;2990;Jabra Style;https://www.eldorado.ru/cat/detail/bluetooth-garnitura-jabra-style-black/?utm_source=nadavi&utm_medium=cpc&utm_campaign=nadavi_Moscow&utm_term=71092811;1;1025.0;1093.0;221.0;250.0;1.0;eldorado.ru
85;690;Citilux Омега CLD50R081 Хром и вариации;https://citilux.ru/store/cld50r081/?utm_source=ekatalog&utm_medium=cpc&utm_campaign=Zakaz-svetilnikov&utm_term=29291;1;752.0;803.0;239.0;262.0;1.0;citilux.ru
87;25451;Lexmark 56F5X0E;https://asmiks.ru/raskhodnye-materialy/kartridzhi/lexmark/56F5X0E/?utm_source=Nadavi;1;684.0;785.0;409.0;435.0;1.0;asmiks.ru
88;4876;Start Line Cadet;https://topcomputer.ru/tovary/753048/?r1=nadavi&utm_source=nadavi.ru&utm_medium=cpc;1;1188.0;1247.0;384.0;402.0;1.0;topcomputer.ru
89;12900;Einhell Сетевая шлифовальная машина для стен и потолков Einhell TC-DW 255;https://goods.ru/catalog/details/setevaya-shlifovalnaya-mashina-dlya-sten-i-potolkov-einhell-tc-dw-225-100000077336/?merchantId=3333&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1120.0;398.0;421.0;1.0;goods.ru
90;5490;Atlas Equator HDMI Active 2 m;https://www.audiomania.ru/cable_hdmi/atlas/atlas_equator_hdmi_active.html#55286;1;413.0;512.0;600.0;627.0;1.0;audiomania.ru
91;3290;Karcher Катушка для шланга Karcher HR 7300 Premium 26451630 HR 7300 Premiu;https://goods.ru/catalog/details/katushka-dlya-shlanga-karcher-hr-7300-premium-26451630-100022859413/?merchantId=362&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1017.0;1104.0;358.0;381.0;1.0;goods.ru
92;12905;Metabo BS 18 LTX Impuls 602191890;https://topcomputer.ru/tovary/1168520/?r1=nadavi&utm_source=nadavi.ru&utm_medium=cpc;1;1183.0;1253.0;401.0;419.0;1.0;topcomputer.ru
94;2109;Монокуляр Моя планета 6x30;https://foto-market.ru/index.php/product/monokulyar-moya-planeta-6x30/;1;736.0;794.0;502.0;520.0;1.0;foto-market.ru
95;6286;APC AP5254;https://www.kns.ru/product/kvm-pereklyuchatel-apc-ap5254/?utm_source=nadavi.market&utm_campaign=nadaviprice;1;900.0;984.0;279.0;306.0;1.0;kns.ru
96;1350;Hotcig Kubi Refillable Pod Kit;https://www.ozon.ru/context/detail/id/162729760/?utm_source=cpc_nadavi&utm_medium=cpc&utm_campaign=msk_electronics_mp&utm_content=id_162729760%7Ccatid_15960;1;1114.0;1181.0;493.0;514.0;1.0;ozon.ru
97;439;Elly CLASSICA;https://www.dobrota.ru/product/golfy-antistress-classica-cv-telesnyj-140-den/variation/812/?utm_source=e-katalog&utm_term=812;1;845.0;899.0;385.0;408.0;1.0;dobrota.ru
98;240;Альтернатива Шланг для полива Альтернатива 13203;https://goods.ru/catalog/details/shlang-dlya-poliva-alternativa-13203-600000362918/?merchantId=2035&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1016.0;1075.0;333.0;356.0;1.0;goods.ru
99;3864;Laserliner StarFinder Plus 080.972A;https://www.vseinstrumenti.ru/instrument/izmeritelnyj/detektory/laserliner/starfinder-plus-elektronnyj-dlya-obnaruzheniya-skrytoj-080-972a/?utm_source=nadavi.net&utm_medium=price&utm_campaign=instrument&utm_content=izmeritelnyj|laserliner|932276&utm_term=932276;1;971.0;1046.0;391.0;413.0;1.0;vseinstrumenti.ru
100;770;RODE Violin Clip;https://www.audiomania.ru/derzhatel_dlya_mikrofona/rode/rode_violin_clip.html#66018;1;413.0;479.0;564.0;591.0;1.0;audiomania.ru
101;11742;Asano 32LF7130S 32;http://torg-dvor.ru/index.php?route=product/product&product_id=21442&utm_source=nadavi&utm_medium=cpc;1;877.0;968.0;344.0;369.0;1.0;torg-dvor.ru
102;495;Cult Omega 3 (90 капс.);https://vitaminof.ru/catalog/cult-omega-3/?id=7458&utm_source=nadavi&utm_medium=cpc;1;0.0;0.0;937.0;937.0;2.0;vitaminof.ru
103;2678;FIT Верстак универсальный FIT WT002 65472;https://goods.ru/catalog/details/verstak-skladnoy-rabochaya-vysota-76-sm-shirina-izdeliya-do-235-sm-65472-100022763974/?merchantId=2521&utm_source=nadavi&utm_medium=pricelist&utm_campaign=cpc;1;1016.0;1098.0;351.0;374.0;1.0;goods.ru
104;10500;Garmin Drive 52 Russia MT;https://nuvi.ru/garmin/auto/drive_52_mt_russia.html?utm_campaign=geo_msk&utm_content=161513&utm_medium=price&utm_source=Nadavi.net&utm_term=161513;1;760.0;839.0;434.0;454.0;1.0;nuvi.ru
105;9604;Microlab FC-730;https://24-bt.ru/product/kompyuternye-kolonki-microlab-fc-730-23920589/?region=msk&utm_source=Nadavi&utm_medium=cpc;1;698.0;772.0;450.0;474.0;1.0;24-bt.ru
106;25190;Electrolux EWH 100 Centurio IQ 2.0;https://santehnika-tut.ru/product/vodonagrevatel-nakopitelnyj-electrolux-ewh-100-centurio-iq-20-silver-seryj-serebristyj-bez-modulya-wifi-138683.html?utm_source=Nadavi&utm_medium=cpc&utm_campaign=vodonagrevateli&utm_term=138683&utm_content=Electrolux;1;1133.0;1215.0;461.0;481.0;1.0;santehnika-tut.ru
107;1990;Толчковый тренажер для плавания Kick Trainer Short 5,4-14,1 кг Red MAD WAV;https://www.getsport.ru/product/Tolchkovyi-trenazher-dlja-plavanija-Kick-Trainer-Short-54-141-kg-Red-MAD-WAVE-M0771-08-4-00/53897?utm_source=Nadavi&utm_medium=cpc;1;737.0;827.0;443.0;465.0;1.0;getsport.ru
108;12890;Crosman Benjamin Titan NP;https://popadiv10.ru/pnevmaticheskaya-vintovka-crosman-benjamin-titan-np-pritsel-center-point-4x32/;1;1027.0;1110.0;627.0;647.0;1.0;popadiv10.ru
109;3090;Inakustik Premium HDMI 90 2 m;https://www.audiomania.ru/cable_hdmi/inakustik/inakustik_premium_hdmi_90_8_m.html#64813;1;413.0;512.0;580.0;607.0;1.0;audiomania.ru
110;2130;KOITO H4 Whitebeam III 2pcs;https://kotofoto.ru/moskva/shop/uid_201828_lampa_galogennaya_koito_h4_whitebeam_4500k_12v_60_55w_komplekt_2sht_p0744w.html?roistat=Nadavi_msk_1326-dopolnitelnoe-oborudovanie&utm_source=Nadavi&utm_medium=cpc&utm_campaign=msk&utm_term=o_59828-c_40-s_1-k_391-p_3-i_0-d_3;1;870.0;966.0;373.0;402.0;1.0;kotofoto.ru
112;6023;KITFORT KT-2012-1;https://24-bt.ru/product/toster-kitfort-kt-2012-temno-kofejnyj-29325639/?region=msk&utm_source=Nadavi&utm_medium=cpc;1;698.0;772.0;450.0;474.0;1.0;24-bt.ru
